dat_yer,dst_num,dst_tye,dst_nam,sch_num,sch_nam,sai_mal,sai_fem,api_mal,api_fem,blk_mal,blk_fem,shl_mal,shl_fem,hpi_mal,hpi_fem,oip_mal,oip_fem,wht_mal,wht_fem,smr_mal,smr_fem,tot_mal,tot_fem,tot_mny,tot_tot,cou_num,cou_nam,sch_cls,eco_dev
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,1.0,2.0,8.0,8.0,48.0,27.0,16.0,15.0,0.0,0.0,0.0,0.0,245.0,193.0,11.0,6.0,329.0,251.0,142.0,580.0,07,Blue Earth                                   , ,09 
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,130.0,MANKATO WEST SENIOR HIGH           ,0.0,1.0,3.0,4.0,15.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,124.0,102.0,6.0,1.0,154.0,123.0,51.0,277.0,07,Blue Earth                                   ,32,09 
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,160.0,MANKATO EAST SENIOR HIGH           ,1.0,1.0,4.0,4.0,26.0,15.0,9.0,10.0,0.0,0.0,0.0,0.0,100.0,77.0,5.0,3.0,145.0,110.0,78.0,255.0,07,Blue Earth                                   ,32,09 
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,170.0,SPECIAL EDUCATION                  ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,07,Blue Earth                                   ,50,09 
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,220.0,Central High Area Learning Center  ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,1.0,13.0,12.0,2.0,25.0,07,Blue Earth                                   ,41,09 
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,221.0,MANKATO AREA SUMMER SCHOOL         ,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,1.0,3.0,8.0,07,Blue Earth                                   ,41,09 
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,222.0,MANKATO AREA NIGHT SCHOOL          ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,07,Blue Earth                                   ,41,09 
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,230.0,LIFE LINES ADULT CONNECTION        ,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,6.0,07,Blue Earth                                   ,42,09 
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,260.0,CENTRAL FREEDOM SCHOOL             ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,07,Blue Earth                                   ,41,09 
21-22,77.0,1.0,MANKATO PUBLIC SCHOOL DISTRICT     ,370.0,FUTURES PROGRAM                    ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,07,Blue Earth                                   ,50,09 
21-22,81.0,1.0,COMFREY PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,8.0,12.0,2.0,20.0,08,Brown                                        , ,09 
21-22,81.0,1.0,COMFREY PUBLIC SCHOOL DISTRICT     ,20.0,COMFREY SECONDARY                  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,8.0,12.0,2.0,20.0,08,Brown                                        ,33,09 
21-22,84.0,1.0,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,0.0,District Totals,0.0,0.0,0.0,1.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,18.0,17.0,13.0,35.0,08,Brown                                        , ,09 
21-22,84.0,1.0,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,20.0,SLEEPY EYE SEC.                    ,0.0,0.0,0.0,1.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,18.0,17.0,13.0,35.0,08,Brown                                        ,33,09 
21-22,85.0,1.0,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0.0,23.0,14.0,0.0,37.0,08,Brown                                        , ,09 
21-22,85.0,1.0,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,1.0,SPRINGFIELD SECONDARY              ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0.0,23.0,14.0,0.0,37.0,08,Brown                                        ,33,09 
21-22,88.0,1.0,NEW ULM PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,60.0,71.0,0.0,0.0,66.0,75.0,10.0,141.0,08,Brown                                        , ,09 
21-22,88.0,1.0,NEW ULM PUBLIC SCHOOL DISTRICT     ,50.0,NEW ULM HIGH SCHOOL                ,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,60.0,71.0,0.0,0.0,66.0,75.0,10.0,141.0,08,Brown                                        ,32,09 
21-22,91.0,1.0,BARNUM PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,27.0,0.0,1.0,23.0,33.0,8.0,56.0,09,Carlton                                      , ,03 
21-22,91.0,1.0,BARNUM PUBLIC SCHOOL DISTRICT      ,2.0,BARNUM SECONDARY                   ,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,27.0,0.0,1.0,23.0,33.0,8.0,56.0,09,Carlton                                      ,33,03 
21-22,93.0,1.0,CARLTON PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,17.0,11.0,8.0,28.0,09,Carlton                                      , ,03 
21-22,93.0,1.0,CARLTON PUBLIC SCHOOL DISTRICT     ,1.0,CARLTON SECONDARY                  ,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,17.0,11.0,8.0,28.0,09,Carlton                                      ,33,03 
21-22,94.0,1.0,CLOQUET PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,15.0,13.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,87.0,72.0,2.0,3.0,106.0,91.0,38.0,197.0,09,Carlton                                      , ,03 
21-22,94.0,1.0,CLOQUET PUBLIC SCHOOL DISTRICT     ,103.0,CLOQUET AREA ALT. ED. PROGRAMS     ,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,1.0,22.0,12.0,6.0,34.0,09,Carlton                                      ,41,03 
21-22,94.0,1.0,CLOQUET PUBLIC SCHOOL DISTRICT     ,108.0,CAAEP EXTENDED DAY PROGRAM         ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,3.0,2.0,7.0,09,Carlton                                      ,41,03 
21-22,94.0,1.0,CLOQUET PUBLIC SCHOOL DISTRICT     ,202.0,CLOQUET SENIOR                     ,11.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,60.0,2.0,2.0,80.0,76.0,30.0,156.0,09,Carlton                                      ,32,03 
21-22,95.0,1.0,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,11.0,7.0,0.0,18.0,09,Carlton                                      , ,03 
21-22,95.0,1.0,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,20.0,CROMWELL-WRIGHT SECONDARY          ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,11.0,7.0,0.0,18.0,09,Carlton                                      ,33,03 
21-22,97.0,1.0,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,1.0,21.0,22.0,2.0,43.0,09,Carlton                                      , ,03 
21-22,97.0,1.0,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,10.0,MOOSE LAKE SECONDARY               ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,1.0,21.0,22.0,2.0,43.0,09,Carlton                                      ,33,03 
21-22,99.0,1.0,ESKO PUBLIC SCHOOL DISTRICT        ,0.0,District Totals,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,48.0,1.0,2.0,48.0,53.0,10.0,101.0,09,Carlton                                      , ,03 
21-22,99.0,1.0,ESKO PUBLIC SCHOOL DISTRICT        ,1.0,LINCOLN SECONDARY                  ,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,48.0,1.0,2.0,48.0,53.0,10.0,101.0,09,Carlton                                      ,33,03 
21-22,100.0,1.0,WRENSHALL PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,8.0,11.0,1.0,19.0,09,Carlton                                      , ,03 
21-22,100.0,1.0,WRENSHALL PUBLIC SCHOOL DISTRICT   ,2.0,WRENSHALL SECONDARY                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,8.0,11.0,1.0,19.0,09,Carlton                                      ,33,03 
21-22,108.0,1.0,CENTRAL PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,35.0,1.0,0.0,29.0,36.0,3.0,65.0,10,Carver                                       , ,11 
21-22,108.0,1.0,CENTRAL PUBLIC SCHOOL DISTRICT     ,20.0,CENTRAL SENIOR HIGH                ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,35.0,1.0,0.0,29.0,36.0,3.0,65.0,10,Carver                                       ,32,11 
21-22,110.0,1.0,WACONIA PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,0.0,0.0,2.0,1.0,2.0,1.0,14.0,10.0,0.0,0.0,0.0,0.0,153.0,126.0,3.0,5.0,174.0,143.0,38.0,317.0,10,Carver                                       , ,11 
21-22,110.0,1.0,WACONIA PUBLIC SCHOOL DISTRICT     ,310.0,Waconia High School                ,0.0,0.0,2.0,1.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,137.0,117.0,3.0,4.0,151.0,127.0,24.0,278.0,10,Carver                                       ,32,11 
21-22,110.0,1.0,WACONIA PUBLIC SCHOOL DISTRICT     ,315.0,TRANSITIONS 110                    ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,10,Carver                                       ,50,11 
21-22,110.0,1.0,WACONIA PUBLIC SCHOOL DISTRICT     ,601.0,Waconia Learning Center            ,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,1.0,21.0,15.0,13.0,36.0,10,Carver                                       ,41,11 
21-22,111.0,1.0,Watertown-Mayer Public School Dist ,0.0,District Totals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,50.0,2.0,2.0,56.0,54.0,6.0,110.0,10,Carver                                       , ,11 
21-22,111.0,1.0,Watertown-Mayer Public School Dist ,842.0,WATERTOWN MAYER HIGH               ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,50.0,2.0,2.0,56.0,54.0,6.0,110.0,10,Carver                                       ,32,11 
21-22,112.0,1.0,EASTERN CARVER COUNTY PUBLIC SCHOOL,0.0,District Totals,4.0,5.0,14.0,15.0,12.0,25.0,28.0,40.0,0.0,0.0,0.0,0.0,325.0,329.0,20.0,19.0,403.0,433.0,182.0,836.0,10,Carver                                       , ,11 
21-22,112.0,1.0,EASTERN CARVER COUNTY PUBLIC SCHOOL,60.0,CHASKA HIGH SCHOOL                 ,0.0,2.0,5.0,8.0,9.0,17.0,16.0,19.0,0.0,0.0,0.0,0.0,140.0,123.0,8.0,8.0,178.0,177.0,92.0,355.0,10,Carver                                       ,32,11 
21-22,112.0,1.0,EASTERN CARVER COUNTY PUBLIC SCHOOL,64.0,CHANHASSEN HIGH SCHOOL             ,3.0,1.0,8.0,6.0,1.0,7.0,9.0,10.0,0.0,0.0,0.0,0.0,164.0,180.0,10.0,7.0,195.0,211.0,62.0,406.0,10,Carver                                       ,32,11 
21-22,112.0,1.0,EASTERN CARVER COUNTY PUBLIC SCHOOL,65.0,INTEGRATED ARTS ACADEMY            ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,8.0,17.0,7.0,25.0,10,Carver                                       ,41,11 
21-22,112.0,1.0,EASTERN CARVER COUNTY PUBLIC SCHOOL,67.0,112 ALC Independent Study          ,1.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,12.0,17.0,14.0,29.0,10,Carver                                       ,41,11 
21-22,112.0,1.0,EASTERN CARVER COUNTY PUBLIC SCHOOL,69.0,STEPS TOWARD ADULT RESPONSIBILITY  ,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,1.0,8.0,10.0,6.0,18.0,10,Carver                                       ,50,11 
21-22,112.0,1.0,EASTERN CARVER COUNTY PUBLIC SCHOOL,523.0,The Anicca Program                 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,10,Carver                                       ,79,11 
21-22,113.0,1.0,WALKER-HACKENSACK-AKELEY SCHL. DIST,0.0,District Totals,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,0.0,0.0,16.0,27.0,6.0,43.0,11,Cass                                         , ,05 
21-22,113.0,1.0,WALKER-HACKENSACK-AKELEY SCHL. DIST,20.0,WALKER-HACKENSACK-AKELEY SEC.      ,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,0.0,0.0,16.0,27.0,6.0,43.0,11,Cass                                         ,33,05 
21-22,115.0,1.0,CASS LAKE-BENA PUBLIC SCHOOLS      ,0.0,District Totals,38.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,42.0,41.0,70.0,83.0,11,Cass                                         , ,05 
21-22,115.0,1.0,CASS LAKE-BENA PUBLIC SCHOOLS      ,30.0,CASS LAKE-BENA SECONDARY           ,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,28.0,26.0,47.0,54.0,11,Cass                                         ,32,05 
21-22,115.0,1.0,CASS LAKE-BENA PUBLIC SCHOOLS      ,31.0,CASS LAKE-BENA AREA LRNG. CNTR.    ,12.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,14.0,15.0,23.0,29.0,11,Cass                                         ,41,05 
21-22,116.0,1.0,PILLAGER PUBLIC SCHOOL DISTRICT    ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,40.0,1.0,0.0,35.0,42.0,4.0,77.0,11,Cass                                         , ,05 
21-22,116.0,1.0,PILLAGER PUBLIC SCHOOL DISTRICT    ,20.0,Pillager Senior High School        ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,40.0,1.0,0.0,35.0,42.0,4.0,77.0,11,Cass                                         ,32,05 
21-22,118.0,1.0,NORTHLAND COMMUNITY SCHOOLS        ,0.0,District Totals,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,8.0,9.0,4.0,17.0,11,Cass                                         , ,05 
21-22,118.0,1.0,NORTHLAND COMMUNITY SCHOOLS        ,20.0,NORTHLAND SECONDARY                ,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,8.0,9.0,4.0,17.0,11,Cass                                         ,33,05 
21-22,129.0,1.0,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,0.0,District Totals,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,38.0,36.0,0.0,1.0,42.0,45.0,13.0,87.0,12,Chippewa                                     , ,06W
21-22,129.0,1.0,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,40.0,MONTEVIDEO SENIOR HIGH             ,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,38.0,36.0,0.0,1.0,42.0,45.0,13.0,87.0,12,Chippewa                                     ,32,06W
21-22,138.0,1.0,North Branch Area Public Schools   ,0.0,District Totals,3.0,2.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,102.0,104.0,0.0,1.0,113.0,110.0,17.0,223.0,13,Chisago                                      , ,07E
21-22,138.0,1.0,North Branch Area Public Schools   ,30.0,North Branch Area High School      ,3.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,86.0,99.0,0.0,1.0,95.0,102.0,12.0,197.0,13,Chisago                                      ,32,07E
21-22,138.0,1.0,North Branch Area Public Schools   ,50.0,Norse Area Learning Center         ,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,13.0,4.0,4.0,17.0,13,Chisago                                      ,41,07E
21-22,138.0,1.0,North Branch Area Public Schools   ,70.0,Distance Learning Academy Secondary,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,4.0,1.0,9.0,13,Chisago                                      ,46,07E
21-22,139.0,1.0,RUSH CITY PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,24.0,1.0,0.0,33.0,25.0,6.0,58.0,13,Chisago                                      , ,07E
21-22,139.0,1.0,RUSH CITY PUBLIC SCHOOL DISTRICT   ,20.0,RUSH CITY SECONDARY                ,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,24.0,1.0,0.0,33.0,25.0,6.0,58.0,13,Chisago                                      ,33,07E
21-22,146.0,1.0,BARNESVILLE PUBLIC SCHOOL DIST.    ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,0.0,0.0,27.0,23.0,3.0,50.0,14,Clay                                         , ,04 
21-22,146.0,1.0,BARNESVILLE PUBLIC SCHOOL DIST.    ,40.0,BARNESVILLE SECONDARY              ,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,0.0,0.0,27.0,23.0,3.0,50.0,14,Clay                                         ,33,04 
21-22,150.0,1.0,HAWLEY PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,33.0,34.0,0.0,0.0,33.0,37.0,3.0,70.0,14,Clay                                         , ,04 
21-22,150.0,1.0,HAWLEY PUBLIC SCHOOL DISTRICT      ,20.0,HAWLEY SECONDARY                   ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,33.0,34.0,0.0,0.0,33.0,37.0,3.0,70.0,14,Clay                                         ,33,04 
21-22,152.0,1.0,Moorhead Area Public Schools       ,0.0,District Totals,8.0,20.0,1.0,5.0,24.0,19.0,15.0,16.0,0.0,1.0,0.0,0.0,159.0,164.0,10.0,9.0,217.0,234.0,128.0,451.0,14,Clay                                         , ,04 
21-22,152.0,1.0,Moorhead Area Public Schools       ,382.0,MOORHEAD HIGH SCHOOL               ,6.0,18.0,1.0,4.0,20.0,18.0,10.0,11.0,0.0,1.0,0.0,0.0,123.0,139.0,9.0,7.0,169.0,198.0,105.0,367.0,14,Clay                                         ,32,04 
21-22,152.0,1.0,Moorhead Area Public Schools       ,399.0,Moorhead Online Secondary Academy  ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,13.0,8.0,4.0,21.0,14,Clay                                         ,46,04 
21-22,152.0,1.0,Moorhead Area Public Schools       ,960.0,West Central Academy-S             ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,14,Clay                                         ,77,04 
21-22,152.0,1.0,Moorhead Area Public Schools       ,970.0,West Central Academy-N             ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,14,Clay                                         ,77,04 
21-22,152.0,1.0,Moorhead Area Public Schools       ,980.0,Moorhead ALC                       ,1.0,2.0,0.0,0.0,4.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,21.0,18.0,1.0,2.0,30.0,27.0,18.0,57.0,14,Clay                                         ,41,04 
21-22,160.0,70.0,MINNESOTA STATE ACADEMIES          ,0.0,District Totals,1.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,10.0,7.0,11.0,17.0,66,Rice                                         , ,10 
21-22,160.0,70.0,MINNESOTA STATE ACADEMIES          ,1.0,MN ACADEMY FOR THE BLIND           ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,66,Rice                                         ,50,10 
21-22,160.0,70.0,MINNESOTA STATE ACADEMIES          ,2.0,MN ACADEMY FOR THE DEAF            ,1.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,8.0,5.0,10.0,13.0,66,Rice                                         ,50,10 
21-22,162.0,1.0,BAGLEY PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,1.0,1.0,23.0,27.0,11.0,50.0,15,Clearwater                                   , ,02 
21-22,162.0,1.0,BAGLEY PUBLIC SCHOOL DISTRICT      ,20.0,BAGLEY SECONDARY                   ,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,1.0,1.0,22.0,25.0,10.0,47.0,15,Clearwater                                   ,33,02 
